station_id,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg
KM08,35.2155,-89.0449,33,20,0,0,30.10
KK70,25.322,-80.277,31,26,VRB,3,30.08
KIXA,36.331,-77.6333,21,21,360,4,30.12
KHRJ,35.3794,-78.7356,23.2,23,310,7,30.12
KGWW,35.4637,-77.9604,26.1,26.1,200,3,30.11
KGRY,27.6247,-90.4411,30,24,0,0,30.10
KGLX,28.2347,-88.9843,,,0,0,30.11
KFFA,36.0165,-75.6739,28.8,23,160,11,30.15
KF45,26.8419,-80.224,32,22,260,6,30.08
KEYF,34.6042,-78.579,26.8,25.2,140,9,30.08
KEDE,36.0286,-76.5668,26.9,26,180,15,30.14
KEBS,42.4372,-93.8725,28,24,130,10,30.03
KE77,32.634,-110.647,39,7,VRB,6,30.09
KDVO,38.1417,-122.555,33,17,VRB,3,29.82
KDVK,37.5764,-84.7641,33,17,280,6,30.12
KDED,29.075,-81.286,33.9,19.3,180,3,30.05
K36K,37.9707,-101.255,38,12,180,7,30.02
K2W6,38.315,-76.55,23,23,0,0,30.14
K1H2,39.0712,-88.5293,30.3,19.5,240,3,30.11
HRYR,-1.969,30.14,23,9,VRB,2,30.18
HECA,30.133,31.405,31,20,360,9,29.76
GQNO,18.31,-15.97,25,21,290,16,29.82
GOBD,14.671,-17.067,29,24,290,7,29.91
GMTT,35.727,-5.917,23,22,280,6,29.88
GMMX,31.607,-8.036,35,18,340,8,29.94
GMMN,33.367,-7.59,22,18,350,10,29.94
GMME,34.051,-6.752,23,21,360,6,29.91
GMFO,34.787,-1.924,32,10,360,10,29.91
GMFF,33.929,-4.976,32,14,320,8,29.97
GMAD,30.325,-9.413,22,19,240,8,29.85
GLRB,6.234,-10.362,26,25,180,6,29.94
GEML,35.278,-2.956,33,14,260,5,29.82
GECE,35.893,-5.306,26,10,310,11,29.82
GCXO,28.483,-16.342,18,18,280,12,30.09
GCTS,28.047,-16.561,25,19,70,14,29.94
GCRR,28.952,-13.6,22,19,360,20,29.94
GCLP,27.923,-15.389,24,19,20,27,29.94
GCLA,28.633,-17.755,22,18,20,12,30.06
GCHI,27.819,-17.889,23,18,330,26,30.00
GCGM,28.032,-17.211,25,19,0,0,29.97
GCFV,28.445,-13.863,23,20,50,11,29.94
GABS,12.534,-7.95,23,22,180,2,29.91
FMMI,-18.797,47.479,15,9,110,10,30.35
FMEP,-21.32,55.425,20,16,80,4,30.24
FMEE,-20.887,55.51,21,18,150,18,30.24
FMCZ,-12.805,45.281,23,20,240,6,30.06
FGSL,3.756,8.71,25,23,240,3,29.94
FCBB,-4.252,15.253,23,18,250,2,30.00
FAOR,-26.139,28.246,12,-12,30,3,30.30
EPZG,52.137,15.779,19,18,330,10,29.76
EPWR,51.1032,16.8998,20,18,270,17,29.79
EPWA,52.163,20.961,27,19,360,5,29.82
EPSY,53.482,20.938,24,18,50,6,29.88
EPSC,53.585,14.902,21,17,40,6,29.76
EPRZ,50.112,22.025,25,20,70,5,29.82
EPRA,51.39,21.211,25,20,80,6,29.82
EPPO,52.417,16.835,22,20,90,11,29.76
EPMO,52.452,20.642,21,19,250,10,29.88
EPLL,51.724,19.401,21,20,40,6,29.79
EPLB,51.239,22.714,25,21,70,6,29.85
EPKT,50.478,19.085,23,22,70,6,29.76
EPKK,50.078,19.797,25,21,VRB,2,29.76
EPGD,54.379,18.466,18,17,60,9,29.91
EPBY,53.0962,17.9949,21,19,80,5,29.82
EIWF,52.187,-7.087,15,11,VRB,3,30.09
EISG,54.28,-8.599,,,330,10,30.12
EINN,52.702,-8.925,15,12,300,8,30.12
EIDW,53.422,-6.298,15,10,100,5,30.06
EICK,51.848,-8.479,14,10,330,12,30.12
DTTJ,33.875,10.775,29,22,120,9,29.82
DTTA,36.851,10.227,31,21,110,8,29.82
DTNH,36.074,10.436,26,25,80,6,29.85
DTMB,35.758,10.755,29,22,130,9,29.85
DIAP,5.261,-3.926,25,24,250,5,29.91
DAOO,35.623,-0.624,30,15,240,7,29.82
DAON,35.013,-1.457,32,11,340,3,29.88
DAAT,22.824,5.452,,,170,7,30.00
DAAG,36.691,3.215,29,18,40,4,29.88
CYPL,51.449,-90.218,29,18,190,6,29.88
CWPF,48.432,-123.439,15.6,11.2,170,5,
BKPR,42.576,21.03,27,16,310,3,29.91
BIKF,63.987,-22.614,11,11,170,25,29.70
SBFN,-3.855,-32.423,27,23,130,14,29.97
RJFR,33.846,131.035,25,23,30,6,29.65
PAFM,67.106,-157.858,18,12,140,8,29.82
KRHP,35.1939,-83.8618,28.7,17.4,330,3,30.15
KPHF,37.1322,-76.494,23.9,22.8,60,6,30.15
KFME,39.086,-76.757,26,22,130,5,30.18
KBLM,40.1822,-74.1207,26,24,210,7,30.18
CWSA,43.933,-60.002,17,17,230,18,30.20
SPMS,-5.895,-76.111,24,23,290,3,29.94
PAOU,56.006,-161.162,9,8,260,11,29.53
PADK,51.881,-176.644,7,7,70,4,29.75
KAUS,30.2099,-97.6806,23.3,22.2,190,5,30.10
CYIV,53.857,-94.655,15,14,90,8,29.91
PASD,55.318,-160.525,11,10,160,5,29.54
PACD,55.2207,-162.732,8.3,7.2,270,19,29.56
KMYR,33.6769,-78.9325,29,28,150,13,30.04
CYYG,46.289,-63.128,21,20,0,0,30.11
CYLH,52.196,-87.936,19,15,60,10,29.97
CYGW,55.283,-77.76,14,10,330,7,30.01
KCHO,38.1374,-78.4551,24.4,20.6,20,4,30.18
CYRB,74.713,-94.982,2,2,280,12,29.76
PALG,61.538,-160.34,11,10,90,7,29.52
OPLA,31.522,74.404,25,22,70,7,29.47
KW40,35.2211,-78.0404,27.1,24.4,180,4,30.10
KW29,38.9777,-76.3276,26.3,,30,3,30.15
KVUJ,35.4173,-80.1508,27.1,23.1,10,6,30.13
KTTA,35.5762,-79.1035,22.3,22.3,220,3,30.11
KTDF,36.284,-78.9884,22,21,360,3,30.15
KSVH,35.7635,-80.9473,30,20.8,50,8,30.12
KSIF,36.4408,-79.8544,25.5,22.5,0,0,30.13
KSCR,35.7058,-79.5051,24.7,23.8,160,3,30.10
KRUQ,35.6441,-80.5236,25,21.9,10,10,30.12
KPGV,35.6374,-77.3851,28,27,190,5,30.10
KMRN,35.8192,-81.6097,31.5,20.4,50,3,30.11
KMQI,35.9188,-75.6989,30,23.9,200,21,30.16
KMCZ,35.862,-77.178,27.2,24.9,130,5,30.11
KLHZ,36.0229,-78.3341,23,23,280,3,30.14
KJNX,35.5369,-78.3934,25,24,240,3,30.11
KIPJ,35.4861,-81.1564,30.1,22.9,70,7,30.10
KHBI,35.6527,-79.8942,24.7,22.9,0,0,30.12
KGEV,36.4312,-81.4206,23.8,18.9,80,4,30.24
KFQD,35.43,-81.936,30,20,90,12,30.11
KEXX,35.7804,-80.3084,25.2,24.9,0,0,30.12
KDPL,34.9994,-77.9799,27,26,180,5,30.10
KCTZ,34.9752,-78.3627,26.4,26.4,0,0,30.09
KCPC,34.2753,-78.7146,26.7,25,160,4,30.07
KCGS,38.9806,-76.9251,26.2,23,0,0,30.16
KCGE,38.5372,-76.0309,24,24,40,5,30.13
KCBE,39.6182,-78.7598,33.7,15,150,4,30.13
KASJ,36.2941,-77.1724,22.5,22.5,360,3,30.12
KACZ,34.718,-78.005,28.6,25.1,150,6,30.07
K7W6,35.5594,-75.955,29.7,25.1,160,14,30.15
K2G4,39.5827,-79.3418,28,14,0,0,30.22
K24A,35.3156,-83.2071,28.3,15.2,70,3,30.20
K1A5,35.2228,-83.415,30.9,12.7,0,0,30.18
K0W3,39.566,-76.202,25,24.2,30,3,30.16
EHWO,51.448,4.342,14,12,290,6,29.91
EHVK,51.658,5.707,14,13,270,5,29.88
EHSC,51.926,3.67,15,12,300,22,29.91
EHSA,51.998,3.275,14,12,290,22,29.91
EHRD,51.954,4.444,15,13,280,7,29.88
EHPG,52.36,3.342,14,13,280,19,29.88
EHMG,53.614,4.96,15,13,340,9,29.85
EHMA,53.492,5.942,14,12,340,15,29.79
EHLE,52.456,5.522,15,13,280,8,29.85
EHKV,53.269,3.628,14,14,340,10,29.88
EHKD,52.927,4.781,15,13,300,6,29.82
EHJR,53.218,3.22,15,14,350,13,29.88
EHJA,53.824,2.945,15,13,330,18,29.85
EHHW,54.037,6.042,14,12,350,16,29.79
EHGG,53.12,6.579,13,12,300,12,29.79
EHFS,51.441,3.596,14,13,310,9,29.91
EHFD,54.854,4.696,15,13,40,7,29.82
EHEH,51.45,5.377,14,13,260,3,29.88
EHDV,54.326,2.936,15,13,350,22,29.85
EHDL,52.061,5.887,14,13,280,7,29.85
EHBK,50.905,5.762,14,12,260,5,29.91
EHAM,52.315,4.79,15,13,290,8,29.85
EHAK,55.399,3.81,15,14,50,8,29.85
EBLB,50.482,6.181,10,10,340,4,29.91
EBFS,50.243,4.646,13,11,310,3,29.94
EBDT,51.005,5.067,14,12,270,6,29.91
EBCV,50.576,3.831,14,11,310,7,29.94
EBBL,51.168,5.47,14,12,270,5,29.91
EBBE,50.759,4.768,14,12,280,4,29.91
CYLK,62.419,-110.682,11,5,80,12,29.96
RKTN,35.894,128.659,23,22,110,4,29.68
KUZA,34.9836,-81.0562,29.4,23.3,40,8,30.09
EGUN,52.362,0.486,13,10,320,6,29.99
PHBK,22.034,-159.783,29.4,22.2,260,6,30.08
PATG,59.051,-160.398,10,10,120,23,29.49
PAQH,59.751,-161.842,11,9,110,13,29.42
KGLR,45.0166,-84.6894,27.2,12.2,260,5,30.14
KUUU,41.5299,-71.2833,26.1,23.3,200,13,30.19
KSAV,32.1313,-81.2023,34.4,22.2,70,5,30.02
KQD3,-99.99,-99.99,38,19,90,4,29.64
KHDO,29.3601,-99.1742,29.4,21.7,180,17,30.07
KSAT,29.5443,-98.4839,27.2,22.8,30,11,30.09
KORF,36.9037,-76.1927,24.4,22.8,40,6,30.15
KFNT,42.9669,-83.75,27.8,18.9,0,0,30.13
PATO,60.783,-148.843,11.7,9.4,110,11,29.99
PAGN,57.502,-134.589,13,12,VRB,3,30.23
LXGB,36.151,-5.35,30,13,240,9,29.82
LWOH,41.181,20.744,25,19,VRB,2,29.94
LTFM,41.262,28.74,26,23,30,6,29.85
LTFJ,40.899,29.309,25,23,60,9,29.79
LTFE,37.245,27.673,26,23,20,2,29.70
LTFC,37.855,30.368,23,16,250,5,29.88
LTCS,37.445,38.904,30,17,290,15,29.70
LTCJ,37.93,41.117,23,14,30,6,29.62
LTCG,40.995,39.782,26,23,0,0,29.79
LTCE,39.956,41.17,18,13,50,6,30.00
LTCC,37.894,40.201,31,7,10,8,29.65
LTBU,41.139,27.919,25,19,360,11,29.82
LTBS,36.713,28.793,25,23,70,3,29.68
LTBR,40.255,29.562,26,21,350,4,29.82
LTBJ,38.285,27.155,26,19,160,4,29.73
LTBA,40.982,28.821,27,22,10,11,29.79
LTAZ,38.771,34.521,25,14,20,22,29.85
LTAU,38.77,35.495,25,12,30,8,29.88
LTAT,38.435,38.092,30,11,360,8,29.73
LTAP,40.826,35.52,24,19,40,11,29.79
LTAJ,36.947,37.479,29,17,280,11,29.73
LTAI,36.9,30.798,28,24,240,3,29.70
LTAG,37.002,35.426,28,24,150,6,29.65
LTAF,36.989,35.293,29,27,140,4,29.68
LTAC,40.128,32.995,24,13,VRB,1,29.88
LSZS,46.526,9.879,12,12,30,3,30.03
LSZR,47.485,9.561,17,16,VRB,4,29.94
LSZL,46.164,8.878,18,17,80,5,29.85
LSZH,47.48,8.536,16,15,150,9,29.94
LSZG,47.179,7.415,17,17,VRB,2,29.94
LSZC,46.972,8.392,17,16,VRB,2,29.97
LSZB,46.914,7.497,16,15,90,3,29.97
LSZA,46.004,8.91,21,18,VRB,2,29.82
LSMP,46.844,6.916,18,16,200,3,29.97
LSMM,46.743,8.11,15,15,20,3,30.00
LSME,47.092,8.305,18,15,VRB,3,29.94
LSMD,47.399,8.648,17,16,VRB,2,29.97
LSMA,46.943,8.286,17,16,VRB,2,29.97
LSGS,46.219,7.33,17,16,VRB,1,30.00
LSGG,46.248,6.128,18,16,230,6,30.00
LSGC,47.083,6.792,13,13,220,5,30.00
LOWW,48.117,16.582,20,18,VRB,1,29.73
LOWS,47.789,13.009,20,18,150,3,29.82
LOWL,48.233,14.188,21,19,50,3,29.79
LOWK,46.648,14.318,22,18,VRB,2,29.85
LOWI,47.26,11.344,22,18,VRB,1,29.82
LOWG,46.997,15.447,20,18,VRB,2,29.82
LLBG,32.011,34.887,30,22,20,6,29.70
LIRZ,43.097,12.51,29,14,220,4,29.85
LIRQ,43.81,11.205,30,17,270,5,29.79
LIRN,40.885,14.292,27,23,180,2,29.85
LIRF,41.8,12.239,26,18,270,3,29.85
LIRA,41.808,12.585,28,16,220,4,29.88
LIPZ,45.505,12.352,25,20,40,8,29.79
LIPY,43.617,13.36,31,19,VRB,2,29.76
LIPX,45.387,10.872,25,19,VRB,1,29.79
LIPR,44.02,12.612,29,25,60,4,29.76
LIPQ,45.828,13.472,26,22,340,2,29.79
LIPO,45.429,10.331,26,19,80,4,29.79
LIPH,45.648,12.194,25,20,50,5,29.79
LIPE,44.531,11.297,29,20,330,3,29.76
LIMZ,44.547,7.623,21,19,330,4,29.82
LIMW,45.735,7.351,19,19,190,4,29.94
LIML,45.461,9.263,22,20,340,4,29.79
LIMJ,44.413,8.838,25,22,130,8,29.82
LIMF,45.203,7.649,21,19,290,3,29.82
LIME,45.674,9.704,24,21,140,3,29.82
LIMC,45.631,8.728,23,21,70,3,29.82
LIEO,40.899,9.518,29,22,VRB,2,29.82
LIEE,39.243,9.06,28,19,170,6,29.82
LIEA,40.631,8.289,26,19,300,5,29.85
LICR,38.072,15.654,30,15,10,8,29.85
LICJ,38.176,13.091,28,23,60,6,29.88
LICD,35.498,12.618,27,25,130,4,29.88
LICC,37.467,15.064,29,20,90,4,29.85
LICB,36.994,14.606,28,11,240,2,29.91
LICA,38.908,16.242,27,25,220,5,29.85
LIBR,40.658,17.951,28,23,110,4,29.79
LIBP,42.432,14.181,30,20,340,4,29.79
LIBD,41.138,16.765,29,21,VRB,2,29.79
LGZA,37.751,20.884,31,19,360,5,29.82
LGTS,40.52,22.971,30,15,170,5,29.79
LGSR,36.399,25.479,28,19,310,10,29.76
LGSO,37.422,24.95,30,16,320,12,29.76
LGSK,39.177,23.504,27,20,150,3,29.79
LGSA,35.54,24.141,26,22,300,8,29.82
LGRP,36.405,28.086,29,23,230,4,29.68
LGPA,37.022,25.114,26,19,VRB,3,29.76
LGMT,39.054,26.604,27,23,340,5,29.76
LGMK,37.435,25.348,28,19,360,19,29.73
LGLM,39.917,25.236,28,17,0,0,29.79
LGKZ,40.288,21.842,26,8,VRB,2,29.94
LGKV,40.915,24.622,25,22,0,0,29.79
LGKR,39.61,19.913,28,23,0,0,29.79
LGKP,35.421,27.146,25,23,280,16,29.70
LGKO,36.801,27.091,25,20,330,7,29.70
LGKL,37.068,22.026,26,24,0,0,29.82
LGKF,38.12,20.5,29,15,330,9,29.82
LGIR,35.337,25.173,27,21,310,8,29.79
LGIO,39.696,20.823,25,21,260,2,29.91
LGEL,38.064,23.556,32,10,VRB,3,29.79
LGAV,37.936,23.945,31,12,VRB,2,29.82
LGAL,40.856,25.945,30,14,50,5,29.79
LGAD,37.923,21.287,27,21,0,0,29.82
LCRA,34.59,32.988,27,26,250,14,29.68
LCEN,35.155,33.496,28,25,260,12,29.70
LATI,41.419,19.716,26,23,VRB,1,29.82
KSVN,32.011,-81.131,28,25,VRB,3,30.00
KOCW,35.5703,-77.05,29.2,22.5,170,13,30.12
KNBT,35.022,-76.463,28.9,25.6,200,16,30.14
KMWK,36.4568,-80.5548,26.3,20.6,70,6,30.17
KMHV,35.0626,-118.157,42,1,150,6,29.93
KGZN,32.3682,-99.026,33,17,VRB,5,30.08
KETC,35.9363,-77.5416,25.2,24.3,320,3,30.11
KEHO,35.2556,-81.5986,30.1,20.9,80,7,30.09
KDMW,39.61,-77.007,26,21,0,0,30.19
EYVI,54.634,25.286,24,17,VRB,1,29.97
EYSA,55.894,23.395,19,16,340,5,29.97
EYPA,55.973,21.092,17,15,40,4,29.97
EYKA,54.962,24.069,22,17,0,0,29.94
EVVA,57.361,21.545,18,17,340,2,29.97
EVRA,56.924,23.968,19,16,350,5,29.97
EVLA,56.517,21.097,17,16,VRB,1,29.97
EVGA,56.778,24.854,19,17,10,1,29.94
ETWM,52.725,7.33,13,12,300,8,29.76
ETSN,48.71,11.21,18,16,130,7,29.85
ETSL,48.185,10.861,17,16,180,6,29.91
ETSI,48.716,11.534,18,17,VRB,3,29.85
ETSH,51.768,13.168,20,19,110,5,29.73
ETSB,50.175,7.06,13,10,310,8,29.88
ETNW,52.457,9.427,15,13,240,12,29.73
ETNT,53.548,7.667,15,15,310,8,29.68
ETNS,54.457,9.52,18,17,60,16,29.70
ETNN,50.829,6.66,14,13,270,3,29.88
ETNL,53.916,12.279,21,17,80,9,29.73
ETNH,54.312,9.538,18,17,50,15,29.68
ETMN,53.765,8.658,18,17,80,11,29.65
ETHS,52.918,10.184,17,15,230,12,29.70
ETHN,49.398,9.958,19,17,240,5,29.82
ETHL,48.218,9.91,18,17,240,7,29.91
ETHF,51.114,9.286,17,12,300,8,29.79
ETHC,52.591,10.022,17,14,230,14,29.73
ETHB,52.279,9.082,14,12,260,14,29.76
ETHA,47.834,10.867,13,13,230,5,29.94
ETGG,54.827,9.506,17,16,60,10,29.73
ESUT,65.806,15.083,12,7,300,8,30.00
ESUP,67.246,23.069,18,12,360,5,29.88
ESTL,56.083,13.213,19,13,100,4,29.88
ESTA,56.294,12.848,20,14,90,6,29.88
ESST,60.158,12.992,18,14,0,0,29.94
ESSP,58.584,16.255,21,13,290,3,29.91
ESSL,58.406,15.681,20,14,340,3,29.94
ESSD,60.422,15.515,21,14,320,3,29.94
ESSB,59.356,17.933,22,16,210,4,29.94
ESSA,59.664,17.92,21,15,70,5,29.91
ESPE,65.875,20.144,19,12,10,7,29.91
ESPA,65.541,22.126,21,14,360,2,29.85
ESOW,59.595,16.638,21,12,220,4,29.94
ESOK,59.442,13.342,18,14,0,0,29.94
ESOH,60.02,13.579,18,14,0,0,29.94
ESOE,59.229,15.046,21,12,290,3,29.94
ESNX,65.592,19.283,18,10,300,8,29.91
ESNV,64.579,16.839,18,9,330,5,29.94
ESNU,63.789,20.285,19,14,280,4,29.88
ESNS,64.625,21.077,17,17,270,5,29.88
ESNO,63.412,18.98,19,13,320,7,29.91
ESNN,62.532,17.436,19,11,310,7,29.94
ESNL,64.552,18.711,19,15,0,0,29.91
ESNK,63.047,17.766,19,12,310,6,29.91
ESNG,67.133,20.81,16,9,330,6,29.91
ESND,62.047,14.416,17,10,60,6,30.00
ESMX,56.927,14.73,18,16,0,0,29.94
ESMV,57.29,14.134,18,14,120,1,29.94
ESMT,56.691,12.82,21,13,110,7,29.88
ESMS,55.539,13.373,19,12,80,9,29.85
ESMQ,56.685,16.284,18,15,140,2,29.91
ESMK,55.922,14.085,18,18,100,4,29.91
ESKS,61.165,12.834,18,12,270,3,29.97
ESKN,58.786,16.918,20,15,VRB,1,29.94
ESKM,60.96,14.507,19,16,0,0,29.94
ESIB,58.431,12.71,17,13,40,5,29.94
ESIA,58.514,14.507,17,15,VRB,1,29.94
ESGT,58.314,12.347,17,14,360,3,29.94
ESGP,57.781,11.869,18,13,350,3,29.91
ESGJ,57.752,14.069,17,15,10,5,29.94
ESGG,57.667,12.285,18,13,360,5,29.91
ESDF,56.266,15.267,19,14,70,4,29.91
ESCM,59.899,17.589,19,18,50,4,29.94
ESCF,58.398,15.526,20,13,340,3,29.94
ENZV,58.884,5.637,16,13,300,4,29.97
ENWV,56.278,3.395,14,14,50,15,29.88
ENVD,70.065,29.835,14,10,330,10,29.82
ENVA,63.46,10.931,20,10,VRB,3,30.00
ENUN,-99.99,-99.99,11,10,210,6,30.00
ENUG,71.305,22.253,11,9,250,17,29.88
ENTO,59.184,10.255,18,11,VRB,2,29.97
ENTC,69.675,18.916,12,8,270,8,29.97
ENST,65.961,12.472,13,9,300,3,30.06
ENSS,70.355,31.044,10,9,340,21,29.85
ENSR,69.789,20.955,14,8,300,5,29.97
ENSL,58.367,1.907,12,11,360,22,30.00
ENSK,68.58,15.029,12,9,300,6,30.03
ENSH,68.245,14.669,13,10,240,8,30.03
ENSG,61.158,7.141,18,14,0,0,29.97
ENSF,61.25,1.85,13,9,20,18,30.06
ENSE,61.45,2.15,12,9,20,9,30.03
ENSD,61.829,6.104,20,14,310,8,29.94
ENSB,78.246,15.466,7,3,130,20,29.59
ENRY,59.381,10.783,19,11,300,4,29.97
ENRS,67.527,12.104,12,11,210,7,30.03
ENRO,62.578,11.342,17,8,340,4,30.00
ENRM,64.835,11.141,13,10,30,5,30.03
ENRA,66.364,14.302,14,9,160,4,30.03
ENQR,61.53,2.22,12,10,360,19,30.03
ENQC,60.886,3.61,13,12,350,20,29.97
ENQA,60.645,3.725,13,12,360,21,29.97
ENOV,62.18,6.078,17,12,250,3,30.00
ENOL,63.703,9.609,16,13,350,5,30.00
ENOA,60.492,2.827,12,10,10,22,30.00
ENNM,64.471,11.57,15,10,330,4,30.03
ENNE,66.03,8.08,12,11,190,7,30.00
ENNA,70.059,24.971,14,8,310,12,29.91
ENMS,65.784,13.218,14,9,VRB,3,30.03
ENML,62.744,7.262,17,15,190,5,29.97
ENMH,71.029,27.829,10,8,290,22,29.88
ENLE,56.535,3.205,14,13,20,18,29.91
ENLA,57.111,2.846,14,13,360,20,
ENKR,69.725,29.898,13,13,VRB,2,29.85
ENKB,63.109,7.816,15,11,330,5,30.03
ENJS,58.835,2.545,12,12,360,19,30.00
ENHV,71.009,25.982,11,8,290,17,29.91
ENHK,70.487,22.14,11,9,300,10,29.94
ENHF,70.681,23.677,11,9,230,17,29.91
ENHE,65.325,2.327,12,10,230,8,30.03
ENHD,59.341,5.22,15,13,270,4,29.97
ENGM,60.201,11.08,20,10,230,3,29.97
ENFL,61.582,5.02,18,13,300,13,29.94
ENFB,61.206,1.829,11,10,360,16,30.03
ENEV,68.491,16.683,13,8,VRB,5,30.03
ENDU,69.058,18.544,13,9,VRB,3,30.00
ENDR,64.349,7.78,12,10,30,6,30.06
ENCN,58.2,8.077,16,10,90,6,29.94
ENBV,70.871,29.032,10,9,310,23,29.88
ENBR,60.29,5.222,18,15,VRB,2,29.97
ENBO,67.267,14.359,13,8,270,7,30.06
ENBN,65.458,12.216,13,10,VRB,2,30.06
ENBL,61.391,5.76,19,14,360,4,29.94
ENAT,69.978,23.358,13,9,20,8,29.94
ENAN,69.307,16.131,12,9,230,9,30.00
ENAL,62.562,6.115,13,11,60,12,30.00
ELLX,49.626,6.204,14,11,300,6,29.91
EKYT,57.093,9.879,16,13,60,5,29.91
EKVJ,55.991,8.354,17,13,20,6,29.82
EKVG,62.065,-7.282,11,10,290,8,30.15
EKVD,55.436,9.329,16,14,60,12,29.79
EKSP,55.225,9.263,16,14,50,11,29.79
EKSB,54.962,9.787,18,17,60,14,29.76
EKRS,55.426,11.807,19,16,90,8,29.82
EKRN,55.068,14.749,19,13,80,15,29.85
EKRK,55.587,12.136,20,14,90,8,29.85
EKKA,56.293,9.114,18,13,60,12,29.85
EKEB,55.528,8.563,18,13,30,8,29.79
EKCH,55.618,12.656,20,12,70,10,29.85
EKBI,55.74,9.152,17,13,40,10,29.82
EKAH,56.3,10.619,18,13,40,6,29.88
EGYP,-51.82,-58.448,5,3,270,16,29.79
EGYM,52.648,0.567,12,10,300,9,29.97
EGYH,52.873,0.139,13,10,330,9,30.00
EGYE,52.962,-0.562,12,10,310,7,30.03
EGYD,53.031,-0.503,13,11,320,9,30.00
EGXZ,54.205,-1.39,13,8,350,7,30.03
EGXW,53.175,-0.523,13,8,330,9,30.00
EGXV,53.876,-0.435,12,9,330,6,30.00
EGXT,52.611,-0.461,13,8,350,6,30.00
EGXS,53.475,0.152,11,10,310,19,30.00
EGXE,54.297,-1.533,13,8,10,7,30.03
EGWU,51.549,-0.417,17,9,30,6,30.00
EGVP,51.139,-1.569,16,10,340,3,30.00
EGVO,51.239,-0.945,16,8,10,4,30.00
EGVN,51.758,-1.578,16,8,360,6,30.00
EGUW,52.124,0.957,12,9,330,10,29.97
EGUB,51.62,-1.099,16,10,10,4,30.00
EGTK,51.838,-1.317,14,10,360,6,30.00
EGTE,50.737,-3.406,16,12,200,6,30.03
EGSY,51.406,-3.434,15,13,320,4,30.03
EGSS,51.881,0.223,13,10,350,6,30.00
EGSH,52.676,1.283,12,12,300,10,29.97
EGQM,55.421,-1.601,13,8,350,7,30.03
EGQK,57.646,-3.563,13,12,350,8,30.09
EGQA,57.825,-3.955,14,10,350,8,30.09
EGPO,58.215,-6.329,12,10,360,5,30.15
EGPN,56.453,-3.026,14,9,80,3,30.03
EGPL,57.475,-7.364,13,11,10,8,30.15
EGPK,55.509,-4.587,16,11,260,6,30.03
EGPI,55.681,-6.25,14,12,10,9,30.06
EGPH,55.952,-3.36,15,10,50,5,30.03
EGPF,55.867,-4.433,18,12,270,6,30.03
EGPE,57.538,-4.053,14,12,30,3,30.12
EGPD,57.205,-2.205,14,11,360,9,30.06
EGPC,58.459,-3.093,12,11,320,7,30.09
EGPB,59.88,-1.296,13,11,60,3,30.09
EGPA,58.958,-2.905,12,11,350,7,30.09
EGOV,53.252,-4.536,15,9,330,8,30.06
EGOS,52.795,-2.665,14,9,340,5,30.03
EGOP,51.714,-4.367,15,11,360,7,30.03
EGOM,55.05,-2.554,13,9,80,5,30.03
EGNX,52.833,-1.333,14,8,360,6,30.03
EGNV,54.511,-1.418,13,9,360,5,30.03
EGNT,55.037,-1.702,13,8,40,6,30.03
EGNS,54.085,-4.632,15,9,360,8,30.06
EGNR,53.175,-2.987,15,12,320,7,30.06
EGNM,53.862,-1.665,12,8,360,6,30.03
EGNJ,53.58,-0.341,12,10,340,5,30.03
EGNH,53.774,-3.039,15,11,350,7,30.03
EGMD,50.956,0.939,16,11,360,2,30.00
EGMC,51.571,0.696,14,9,350,6,30.00
EGLL,51.477,-0.461,17,8,320,4,30.00
EGLF,51.28,-0.773,16,8,VRB,4,30.00
EGLC,51.505,0.055,17,9,350,4,30.00
EGKK,51.148,-0.19,17,8,50,4,30.00
EGKB,51.33,0.033,15,9,10,5,30.00
EGJJ,49.21,-2.194,16,13,360,7,30.00
EGJB,49.433,-2.598,16,12,350,4,30.03
EGHQ,50.438,-4.998,15,12,360,8,30.06
EGHI,50.944,-1.358,17,9,30,3,30.00
EGHH,50.779,-1.836,16,12,0,0,30.00
EGGW,51.875,-0.368,14,10,20,7,30.00
EGGP,53.334,-2.85,15,11,310,5,30.03
EGGD,51.383,-2.719,13,13,10,7,30.03
EGFF,51.397,-3.343,15,13,340,6,30.03
EGDY,51.006,-2.643,16,12,310,5,30.00
EGDR,50.084,-5.257,14,12,350,8,30.03
EGDM,51.153,-1.75,16,9,350,5,30.00
EGCK,53.104,-4.34,15,11,10,5,30.06
EGCC,53.354,-2.275,14,11,330,4,30.03
EGBB,52.46,-1.758,15,11,350,4,30.03
EGAE,55.043,-7.161,14,12,310,4,30.09
EGAC,54.614,-5.873,15,11,320,7,30.06
EGAA,54.654,-6.225,13,12,340,6,30.09
EFVA,63.051,21.762,17,14,250,4,29.88
EFUT,60.896,26.938,20,15,300,3,29.88
EFTU,60.514,22.263,18,14,280,6,29.94
EFTP,61.419,23.616,20,17,240,3,29.91
EFSI,62.693,22.83,18,13,VRB,2,29.91
EFSA,61.943,28.945,17,16,270,3,29.85
EFRO,66.562,25.829,17,15,360,5,29.82
EFPO,61.462,21.8,17,15,270,6,29.94
EFOU,64.93,25.355,17,14,260,6,29.82
EFMI,61.687,27.201,18,16,280,3,29.88
EFMA,60.125,19.903,18,16,20,3,29.94
